timestamp,price,short_name
2022-09-26 09:00:00+03:00,70.75,THYAO
2022-09-26 10:00:00+03:00,70.15,THYAO
2022-09-26 11:00:00+03:00,69.65,THYAO
2022-09-26 12:00:00+03:00,69.4,THYAO
2022-09-26 13:00:00+03:00,69.1,THYAO
2022-09-26 14:00:00+03:00,68.9,THYAO
2022-09-26 15:00:00+03:00,69.05,THYAO
2022-09-26 16:00:00+03:00,68.9,THYAO
2022-09-26 17:00:00+03:00,69.3,THYAO
2022-09-26 18:00:00+03:00,69.4,THYAO
2022-09-27 09:00:00+03:00,69.95,THYAO
2022-09-27 10:00:00+03:00,69.75,THYAO
2022-09-27 11:00:00+03:00,70.5,THYAO
2022-09-27 12:00:00+03:00,71.1,THYAO
2022-09-27 13:00:00+03:00,71.25,THYAO
2022-09-27 14:00:00+03:00,71.65,THYAO
2022-09-27 15:00:00+03:00,71.6,THYAO
2022-09-27 16:00:00+03:00,71.8,THYAO
2022-09-27 17:00:00+03:00,70.95,THYAO
2022-09-27 18:00:00+03:00,71.0,THYAO
2022-09-28 09:00:00+03:00,70.7,THYAO
2022-09-28 10:00:00+03:00,70.55,THYAO
2022-09-28 11:00:00+03:00,70.25,THYAO
2022-09-28 12:00:00+03:00,70.35,THYAO
2022-09-28 13:00:00+03:00,70.35,THYAO
2022-09-28 14:00:00+03:00,69.8,THYAO
2022-09-28 15:00:00+03:00,69.7,THYAO
2022-09-28 16:00:00+03:00,69.4,THYAO
2022-09-28 17:00:00+03:00,69.15,THYAO
2022-09-28 18:00:00+03:00,68.95,THYAO
2022-09-29 09:00:00+03:00,69.45,THYAO
2022-09-29 10:00:00+03:00,69.15,THYAO
2022-09-29 11:00:00+03:00,68.4,THYAO
2022-09-29 12:00:00+03:00,69.0,THYAO
2022-09-29 13:00:00+03:00,70.0,THYAO
2022-09-29 14:00:00+03:00,69.7,THYAO
2022-09-29 15:00:00+03:00,69.5,THYAO
2022-09-29 16:00:00+03:00,68.7,THYAO
2022-09-29 17:00:00+03:00,68.4,THYAO
2022-09-29 18:00:00+03:00,68.6,THYAO
2022-09-30 09:00:00+03:00,68.65,THYAO
2022-09-30 10:00:00+03:00,68.8,THYAO
2022-09-30 11:00:00+03:00,68.55,THYAO
2022-09-30 12:00:00+03:00,68.55,THYAO
2022-09-30 13:00:00+03:00,68.3,THYAO
2022-09-30 14:00:00+03:00,68.75,THYAO
2022-09-30 15:00:00+03:00,68.65,THYAO
2022-09-30 16:00:00+03:00,68.6,THYAO
2022-09-30 17:00:00+03:00,70.35,THYAO
2022-09-30 18:00:00+03:00,70.6,THYAO
2022-10-03 09:00:00+03:00,71.5,THYAO
2022-10-03 10:00:00+03:00,73.3,THYAO
2022-10-03 11:00:00+03:00,75.15,THYAO
2022-10-03 12:00:00+03:00,74.8,THYAO
2022-10-03 13:00:00+03:00,75.1,THYAO
2022-10-03 14:00:00+03:00,75.35,THYAO
2022-10-03 15:00:00+03:00,75.1,THYAO
2022-10-03 16:00:00+03:00,75.65,THYAO
2022-10-03 17:00:00+03:00,77.65,THYAO
2022-10-03 18:00:00+03:00,77.65,THYAO
2022-10-04 09:00:00+03:00,79.3,THYAO
2022-10-04 10:00:00+03:00,80.9,THYAO
2022-10-04 11:00:00+03:00,79.35,THYAO
2022-10-04 12:00:00+03:00,79.5,THYAO
2022-10-04 13:00:00+03:00,79.4,THYAO
2022-10-04 14:00:00+03:00,79.65,THYAO
2022-10-04 15:00:00+03:00,79.9,THYAO
2022-10-04 16:00:00+03:00,80.05,THYAO
